  (PERCENT-ADMITTANCE 100)
  (PERCENT-ENROLLED 50)
  (ACADEMICS SCALE:1-5 2)
  (SOCIAL SCALE:1-5 1)
  (QUALITY-OF-LIFE SCALE:1-5 1)
  (ACADEMIC-EMPHASIS GOVERNMENT)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
  (ACADEMIC-EMPHASIS ACCOUNTING)
  (COLORS YELLOW-WHITE)
)

(DEF-INSTANCE AUGSBURG
  (STATE MINNESOTA)
  (LOCATION SMALL-TOWN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:13:10)
  (STUDENT:FACULTY RATIO:10:1)
  (SAT VERBAL 420)
  (SAT MATH 490)
  (EXPENSES THOUS$:4-)
  (PERCENT-FINANCIAL-AID 80)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 85)
  (PERCENT-ENROLLED 50)
  (ACADEMICS SCALE:1-5 1)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS EDUCATION)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
  (ACADEMIC-EMPHASIS PERFORMING-ARTS)
)

(DEF-INSTANCE VANDERBILT
  (STATE TENNESSEE)
  (LOCATION URBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-10)
  (MALE:FEMALE RATIO:1:1)
  (STUDENT:FACULTY RATIO:7:1)
  (SAT VERBAL 550)
  (SAT MATH 600)
  (EXPENSES THOUS$:7-10)
  (PERCENT-FINANCIAL-AID 35)
  (NO-APPLICANTS THOUS:4-7)
  (PERCENT-ADMITTANCE 60)
  (PERCENT-ENROLLED 25)
  (ACADEMICS SCALE:1-5 4)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS HEALTH-SCIENCE)
  (ACADEMIC-EMPHASIS ENGLISH)
  (ACADEMIC-EMPHASIS EDUCATION)
)

(DEF-INSTANCE UNIVERSITY-OF-ALABAMA
  (STATE ALABAMA)
  (LOCATION SMALL-CITY)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:15-20)
  (MALE:FEMALE RATIO:51:49)
  (STUDENT:FACULTY RATIO:17:1)
  (SAT VERBAL 470)
  (SAT MATH 535)
  (EXPENSES THOUS$:4-)
  (PERCENT-FINANCIAL-AID 50)
  (NO-APPLICANTS THOUS:4-7)
  (PERCENT-ADMITTANCE 70)
  (PERCENT-ENROLLED 50)
  (ACADEMICS SCALE:1-5 2)
  (SOCIAL SCALE:1-5 4)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS EDUCATION)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
  (ACADEMIC-EMPHASIS ENGINEERING)
  (ACADEMIC-EMPHASIS HEALTH-SCIENCE)
  (ACADEMIC-EMPHASIS PRE-PROFESSIONAL)
  (ACADEMIC-EMPHASIS SOCIAL-SCIENCE)
)

(DEF-INSTANCE AUBURN
  (STATE ALABAMA)
  (LOCATION SMALL-TOWN)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:15-20)
  (MALE:FEMALE RATIO:11:9)
  (STUDENT:FACULTY RATIO:18:1)
  (SAT VERBAL 480)
  (SAT MATH 545)
  (EXPENSES THOUS$:4-)
  (PERCENT-FINANCIAL-AID 50)
  (NO-APPLICANTS THOUS:4-7)
  (PERCENT-ADMITTANCE 90)
  (PERCENT-ENROLLED 60)
  (ACADEMICS SCALE:1-5 2)
  (SOCIAL SCALE:1-5 4)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS EDUCATION)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
  (ACADEMIC-EMPHASIS ENGINEERING)
  (ACADEMIC-EMPHASIS HEALTH-SCIENCE)
  (ACADEMIC-EMPHASIS PRE-PROFESSIONAL)
  (ACADEMIC-EMPHASIS SOCIAL-SCIENCE)
)

(DEF-INSTANCE QUEENS
  (STATE NEWYORK)
  (LOCATION URBAN)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:15-20)
  (MALE:FEMALE RATIO:40:60)
  (STUDENT:FACULTY RATIO:18:1)
  (SAT VERBAL 450)
  (SAT MATH 450)
  (EXPENSES THOUS$:4-)
  (PERCENT-FINANCIAL-AID 50)
  (NO-APPLICANTS THOUS:4-7)
  (PERCENT-ADMITTANCE 70)
  (PERCENT-ENROLLED 50)
  (ACADEMICS SCALE:1-5 4)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS COMPUTER-SCIENCE)
  (ACADEMIC-EMPHASIS ACCOUNTING)
)

(DEF-INSTANCE BARUCH
  (STATE NEWYORK)
  (LOCATION URBAN)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:10-15)
  (MALE:FEMALE RATIO:50:50)
  (STUDENT:FACULTY RATIO:15:1)
  (SAT VERBAL 450)
  (SAT MATH 400)
  (EXPENSES THOUS$:4-)
  (PERCENT-FINANCIAL-AID 80)
  (NO-APPLICANTS THOUS:4-7)
  (PERCENT-ADMITTANCE 60)
  (PERCENT-ENROLLED 50)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 2)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
)

(DEF-INSTANCE NICHOLLS-STATE
  (STATE LOUISIANA)
  (LOCATION SUBURBAN)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:50:50)
  (STUDENT:FACULTY RATIO:20:1)
  (SAT VERBAL 0)
  (SAT MATH 0)
  (EXPENSES THOUS$:4-)
  (PERCENT-FINANCIAL-AID 90)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 100)
  (PERCENT-ENROLLED 70)
  (ACADEMICS SCALE:1-5 2)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS PERFORMING-ARTS)
  (ACADEMIC-EMPHASIS BUSINESS-EDUCATION)
)

(DEF-INSTANCE TOURO
  (STATE NEWYORK)
  (LOCATION URBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:40:60)
  (STUDENT:FACULTY RATIO:15:1)
  (SAT VERBAL 520)
  (SAT MATH 490)
  (EXPENSES THOUS$:4-7)
  (PERCENT-FINANCIAL-AID 90)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 60)
  (PERCENT-ENROLLED 30)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 2)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS LIBERAL-ARTS)
  (ACADEMIC-EMPHASIS JUDAIC-STUDIES)
)

(DEF-INSTANCE EASTERN-MICHIGAN
  (STATE MICHIGAN)
  (LOCATION SUBURBAN)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:10-15)
  (MALE:FEMALE RATIO:40:60)
  (STUDENT:FACULTY RATIO:20:1)
%  (SAT VERBAL N/A)%
%  (SAT MATH N/A)%
  (EXPENSES THOUS$:4-7)
  (PERCENT-FINANCIAL-AID 65)
  (NO-APPLICANTS THOUS:4-7)
  (PERCENT-ADMITTANCE 70)
  (PERCENT-ENROLLED 30)
  (ACADEMICS SCALE:1-5 2)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS LIBERAL-ARTS)
  (ACADEMIC-EMPHASIS MATH-AND-SCIENCE)
)

(DEF-INSTANCE GEORGETOWN
  (STATE MARYLAND)
  (LOCATION URBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:10-15)
  (MALE:FEMALE RATIO:45:55)
%  (STUDENT:FACULTY N/A)%
  (SAT VERBAL 600)
  (SAT MATH 620)
  (EXPENSES THOUS$:10+)
  (PERCENT-FINANCIAL-AID 50)
  (NO-APPLICANTS THOUS:7-10)
  (PERCENT-ADMITTANCE 30)
  (PERCENT-ENROLLED 70)
  (ACADEMICS SCALE:1-5 4)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS ARTS-AND-HUMANITIES)
  (ACADEMIC-EMPHASIS BIOLOGY)
  (ACADEMIC-EMPHASIS HEALTH-MEDICINE)
  (ACADEMIC-EMPHASIS MATHEMATICS-AND-PHYSICAL-SCIENCES)
)

(DEF-INSTANCE UNIVERSITY-OF-PITTSBURGH
  (STATE PENNSYLVANIA)
  (LOCATION URBAN)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:20+)
  (MALE:FEMALE RATIO:50:50)
  (STUDENT:FACULTY RATIO:12:1)
  (SAT VERBAL 480)
  (SAT MATH 530)
  (EXPENSES THOUS$:4-)
  (NO-APPLICANTS THOUS:7-10)
  (PERCENT-ADMITTANCE 75)
  (PERCENT-ENROLLED 55)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS ARTS-AND-SCIENCES)
  (ACADEMIC-EMPHASIS LAW)
)

(DEF-INSTANCE UNIVERSITY-OF-MISSOURI
  (STATE MISSOURI)
  (LOCATION URBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:10-15)
  (MALE:FEMALE RATIO:50:50)
  (STUDENT:FACULTY RATIO:11:1)
  (SAT VERBAL 494)
  (SAT MATH 529)
  (EXPENSES THOUS$:4-7)
  (PERCENT-FINANCIAL-AID 30)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 65)
  (PERCENT-ENROLLED 65)
  (ACADEMICS SCALE:1-5 2)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS AGRICULTURE)
  (ACADEMIC-EMPHASIS BIOLOGY)
)

(DEF-INSTANCE UNIVERSITY-OF-KANSAS
  (STATE KANSAS)
  (LOCATION SMALL-TOWN)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:20+)
  (MALE:FEMALE RATIO:55:45)
  (STUDENT:FACULTY RATIO:16:1)
  (SAT VERBAL 480)
  (SAT MATH 460)
  (EXPENSES THOUS$:7-10)
  (PERCENT-FINANCIAL-AID 50)
  (NO-APPLICANTS THOUS:10-13)
  (PERCENT-ADMITTANCE 80)
  (PERCENT-ENROLLED 50)
  (ACADEMICS SCALE:1-5 4)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 5)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
  (ACADEMIC-EMPHASIS ENGINEERING)
  (ACADEMIC-EMPHASIS JOURNALISM)
)

(DEF-INSTANCE UNIVERSITY-OF-EVANSVILLE
  (STATE INDIANA)
  (LOCATION SMALL-CITY)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-10)
  (MALE:FEMALE RATIO:40:60)
  (STUDENT:FACULTY RATIO:15:1)
  (SAT VERBAL 458)
  (SAT MATH 516)
  (EXPENSES THOUS$:10+)
  (PERCENT-FINANCIAL-AID 55)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 80)
  (PERCENT-ENROLLED 50)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 5)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
  (ACADEMIC-EMPHASIS ENGINEERING)
  (ACADEMIC-EMPHASIS NURSING)
)

(DEF-INSTANCE UNIVERSITY-OF-LOWELL
  (STATE MASSACHUSETTS)
  (LOCATION URBAN)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:5-10)
  (MALE:FEMALE RATIO:60:40)
  (STUDENT:FACULTY RATIO:16:1)
  (SAT VERBAL 472)
  (SAT MATH 535)
  (EXPENSES THOUS$:4-7)
  (PERCENT-FINANCIAL-AID 65)
  (NO-APPLICANTS THOUS:4-7)
  (PERCENT-ADMITTANCE 60)
  (PERCENT-ENROLLED 30)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS AMERICAN-STUDIES)
  (ACADEMIC-EMPHASIS ENGINEERING)
  (ACADEMIC-EMPHASIS DENTISTRY)
)

(DEF-INSTANCE OKLAHOMA-STATE-UNIVERSITY
  (STATE OKLAHOMA)
  (LOCATION SMALL-TOWN)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:20+)
  (MALE:FEMALE RATIO:60:40)
  (STUDENT:FACULTY RATIO:20:1)
  (SAT VERBAL 470)
  (SAT MATH 470)
  (EXPENSES THOUS$:7-10)
  (PERCENT-FINANCIAL-AID 50)
  (NO-APPLICANTS THOUS:10-13)
  (PERCENT-ADMITTANCE 80)
  (PERCENT-ENROLLED 40)
  (ACADEMICS SCALE:1-5 4)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
  (ACADEMIC-EMPHASIS ENGINEERING)
  (ACADEMIC-EMPHASIS SCIENCE)
)

(DEF-INSTANCE SETON-HALL
  (STATE NEWJERSEY)
  (LOCATION SMALL-TOWN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:10-15)
  (MALE:FEMALE RATIO:50:50)
  (STUDENT:FACULTY RATIO:28:1)
  (SAT VERBAL 430)
  (SAT MATH 452)
  (EXPENSES THOUS$:4-7)
  (PERCENT-FINANCIAL-AID 60)
  (NO-APPLICANTS THOUS:17+)
  (PERCENT-ADMITTANCE 65)
  (PERCENT-ENROLLED 45)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS LIBERAL-ARTS)
  (ACADEMIC-EMPHASIS RELIGION)
  (ACADEMIC-EMPHASIS MANAGEMENT)
)

(DEF-INSTANCE BARNARD
  (STATE NEWYORK)
  (LOCATION URBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:0:100)
  (STUDENT:FACULTY RATIO:8:1)
  (SAT VERBAL 630)
  (SAT MATH 610)
  (EXPENSES THOUS$:10+)
  (PERCENT-FINANCIAL-AID 60)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 60)
  (PERCENT-ENROLLED 20)
  (ACADEMICS SCALE:1-5 4)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS LIBERAL-ARTS)
  (ACADEMIC-EMPHASIS ART-HISTORY)
  (ACADEMIC-EMPHASIS ECONOMICS)
  (ACADEMIC-EMPHASIS BIOLOGY)
)

(DEF-INSTANCE FORDHAM
  (STATE NEWYORK)
  (LOCATION URBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-10)
  (MALE:FEMALE RATIO:55:45)
  (STUDENT:FACULTY RATIO:17:1)
  (SAT VERBAL 525)
  (SAT MATH 540)
  (EXPENSES THOUS$:4-7)
  (PERCENT-FINANCIAL-AID 70)
  (NO-APPLICANTS THOUS:4-7)
  (PERCENT-ADMITTANCE 60)
  (PERCENT-ENROLLED 45)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS COMMUNICATIONS)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
)

(DEF-INSTANCE MARIST-COLLEGE
  (STATE NEWYORK)
  (LOCATION SUBURBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:50:50)
  (STUDENT:FACULTY RATIO:18:1)
  (SAT VERBAL 500)
  (SAT MATH 500)
  (EXPENSES THOUS$:7-10)
  (PERCENT-FINANCIAL-AID 85)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 40)
  (PERCENT-ENROLLED 60)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS ENGLISH)
  (ACADEMIC-EMPHASIS BIOLOGY)
)

(DEF-INSTANCE HAMPSHIRE-COLLEGE
  (STATE MASSACHUSETTS)
  (LOCATION SMALL-TOWN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:60:65)
  (STUDENT:FACULTY RATIO:15:1)
  (SAT VERBAL 550)
  (SAT MATH 540)
  (EXPENSES THOUS$:7-10)
  (PERCENT-FINANCIAL-AID 20)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 75)
  (PERCENT-ENROLLED 40)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 5)
  (QUALITY-OF-LIFE SCALE:1-5 5)
  (ACADEMIC-EMPHASIS LIBERAL-ARTS)
)

(DEF-INSTANCE ST-JOHNS-U
  (STATE NEWYORK)
  (LOCATION URBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:10-15)
  (MALE:FEMALE RATIO:10:6)
  (STUDENT:FACULTY RATIO:18:1)
  (SAT VERBAL 468)
  (SAT MATH 508)
  (EXPENSES THOUS$:4-7)
  (PERCENT-FINANCIAL-AID 75)
  (NO-APPLICANTS THOUS:4-7)
  (PERCENT-ADMITTANCE 75)
  (PERCENT-ENROLLED 35)
  (ACADEMICS SCALE:1-5 2)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 2)
  (ACADEMIC-EMPHASIS LIBERAL-ARTS)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
  (ACADEMIC-EMPHASIS LAW)
)

(DEF-INSTANCE NEWYORKIT
  (STATE NEWYORK)
  (LOCATION SMALL-TOWN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:10-15)
  (MALE:FEMALE RATIO:55:45)
  (STUDENT:FACULTY RATIO:20:1)
  (SAT VERBAL 410)
  (SAT MATH 470)
  (EXPENSES THOUS$:4-7)
  (PERCENT-FINANCIAL-AID 75)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 80)
  (PERCENT-ENROLLED 50)
  (ACADEMICS SCALE:1-5 2)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 2)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
  (ACADEMIC-EMPHASIS ENGINEERING)
  (ACADEMIC-EMPHASIS CHEMISTRY)
  (ACADEMIC-EMPHASIS EDUCATION)
)

(DEF-INSTANCE WAYNE-STATE-COLLEGE
  (STATE NEBRASKA)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:10:14)
  (STUDENT:FACULTY RATIO:20:1)
  (EXPENSES THOUS$:4-)
  (PERCENT-FINANCIAL-AID 5)
  (PERCENT-ADMITTANCE 100)
  (PERCENT-ENROLLED 75)
)

(DEF-INSTANCE UNIVERSITY-OF-MISSISSIPPI
  (STATE MISSISSIPPI)
  (LOCATION SMALL-TOWN)
  (CONTROL STATE)
  (NO-OF-STUDENTS THOUS:5-10)
  (MALE:FEMALE RATIO:55:45)
  (STUDENT:FACULTY RATIO:10:1)
  (EXPENSES THOUS$:4-)
  (PERCENT-FINANCIAL-AID 50)
  (PERCENT-ADMITTANCE 90)
  (PERCENT-ENROLLED 75)
)

(DEF-INSTANCE REED
  (STATE OREGON)
  (LOCATION SUBURBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:60:40)
  (STUDENT:FACULTY RATIO:10:1)
  (SAT VERBAL 625)
  (SAT MATH 625)
  (EXPENSES THOUS$:10+)
  (PERCENT-FINANCIAL-AID 40)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 80)
  (PERCENT-ENROLLED 40)
  (ACADEMICS SCALE:1-5 4)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS FRENCH)
  (ACADEMIC-EMPHASIS ENGLISH)
  (ACADEMIC-EMPHASIS CHEMISTRY)
  (ACADEMIC-EMPHASIS BIOLOGY)
)

(DEF-INSTANCE LESLEY
  (STATE MASSACHUSETTS)
  (LOCATION URBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:20:80)
%  (STUDENT:FACULTY RATIO:?)%
  (SAT VERBAL 420)
  (SAT MATH 400)
  (EXPENSES THOUS$:4-7)
  (PERCENT-FINANCIAL-AID 40)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 70)
  (PERCENT-ENROLLED 50)
  (ACADEMICS SCALE:1-5 2)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS EDUCATION)
)

(DEF-INSTANCE UNIVERSITY-OF-PUGET-SOUND
  (STATE WASHINGTON)
  (LOCATION URBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:50:50)
%  (STUDENT:FACULTY RATIO:?)%
  (SAT VERBAL 510)
  (SAT MATH 549)
  (EXPENSES THOUS$:4-7)
  (PERCENT-FINANCIAL-AID 70)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 80)
  (PERCENT-ENROLLED 40)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 4)
  (QUALITY-OF-LIFE SCALE:1-5 2)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
)

(DEF-INSTANCE EMORY
  (STATE GEORGIA)
  (LOCATION URBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-10)
  (MALE:FEMALE RATIO:55:45)
%  (STUDENT:FACULTY RATIO:UNAVAILABLE)%
  (SAT VERBAL 550)
  (SAT MATH 600)
  (EXPENSES THOUS$:10+)
  (PERCENT-FINANCIAL-AID 35)
  (NO-APPLICANTS THOUS:4-7)
  (PERCENT-ADMITTANCE 35)
  (PERCENT-ENROLLED 30)
  (ACADEMICS SCALE:1-5 4)
  (SOCIAL SCALE:1-5 4)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS SOCIAL-SCIENCE)
  (ACADEMIC-EMPHASIS BIOLOGY)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
  (ACADEMIC-EMPHASIS COMPUTER-SCIENCE)
)

(DEF-INSTANCE UNIVERSITY-OF-BRIDGEPORT
  (STATE CONNECTICUT)
  (LOCATION SMALL-CITY)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:53:47)
  (STUDENT:FACULTY RATIO:20:1)
  (SAT VERBAL 432)
  (SAT MATH 488)
  (EXPENSES THOUS$:10+)
  (PERCENT-FINANCIAL-AID 35)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 80)
  (PERCENT-ENROLLED 25)
  (ACADEMICS SCALE:1-5 1)
  (SOCIAL SCALE:1-5 4)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS BUSINESS-ADMINISTRATION)
  (ACADEMIC-EMPHASIS ENGINEERING)
  (ACADEMIC-EMPHASIS HEALTH-MEDICINE)
  (ACADEMIC-EMPHASIS ARCHITECTURE)
)

(DEF-INSTANCE BARD
  (STATE NEWYORK)
  (LOCATION SMALL-TOWN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:45:55)
  (STUDENT:FACULTY RATIO:9:1)
  (SAT VERBAL 560)
  (SAT MATH 520)
  (EXPENSES THOUS$:10+)
  (PERCENT-FINANCIAL-AID 80)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 70)
  (PERCENT-ENROLLED 30)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 4)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS LIBERAL-ARTS)
)

(DEF-INSTANCE DREW
  (STATE NEWJERSEY)
  (LOCATION SUBURBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:52:48)
  (STUDENT:FACULTY RATIO:15:1)
  (SAT VERBAL 535)
  (SAT MATH 553)
  (EXPENSES THOUS$:7-10)
  (PERCENT-FINANCIAL-AID 50)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 70)
  (PERCENT-ENROLLED 30)
  (ACADEMICS SCALE:1-5 3)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 3)
  (ACADEMIC-EMPHASIS LIBERAL-ARTS)
)

(DEF-INSTANCE SWARTHMORE
  (STATE PENNSYLVANIA)
  (LOCATION SUBURBAN)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:56:44)
  (STUDENT:FACULTY RATIO:10:1)
  (SAT VERBAL 620)
  (SAT MATH 660)
  (EXPENSES THOUS$:10+)
  (PERCENT-FINANCIAL-AID 50)
  (NO-APPLICANTS THOUS:4-)
  (PERCENT-ADMITTANCE 50)
  (PERCENT-ENROLLED 40)
  (ACADEMICS SCALE:1-5 5)
  (SOCIAL SCALE:1-5 3)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS LIBERAL-ARTS)
)

(DEF-INSTANCE WESLEYAN
  (STATE CONNECTICUT)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:50:50)
  (STUDENT:FACULTY RATIO:9:1)
  (SAT VERBAL 635)
  (SAT MATH 660)
  (EXPENSES THOUS$:10+)
  (PERCENT-FINANCIAL-AID 60)
  (NO-APPLICANTS THOUS:17+)
  (PERCENT-ADMITTANCE 35)
  (PERCENT-ENROLLED 40)
  (ACADEMICS SCALE:1-5 5)
  (SOCIAL SCALE:1-5 4)
  (QUALITY-OF-LIFE SCALE:1-5 4)
  (ACADEMIC-EMPHASIS SOCIAL-SCIENCE)
  (ACADEMIC-EMPHASIS BIOLOGY)
)

(DEF-INSTANCE MOUNT-HOLYOKE
  (STATE MASSACHUSETTS)
  (LOCATION SMALL-CITY)
  (CONTROL PRIVATE)
  (NO-OF-STUDENTS THOUS:5-)
  (MALE:FEMALE RATIO:0:100)
  (STUDENT:FACULTY RATIO:8:1)
  (SAT VERBAL 610)
  (SAT MATH 590)
  (EXPENSES THOUS$:7-10)
  (PERCENT-FINANCIAL-AID 60)
  (NO-APPLICANTS THOUS:10-13)
  (PERCENT-ADMITTANCE 50)
  (PERCENT-ENROLLED 50)
  (ACADEMICS SCALE:1-5 4)
  (SOCIAL SCALE:1-5 3)
